Signature,1701,2523,531,233,image (1017).png,2480,3480
Signature,292,2854,316,184,image (102).png,2476,3476
Signature,1588,2551,448,188,image (1046).png,2472,3476
Signature,1211,2037,442,199,image (1087).png,2488,3504
Signature,285,2379,273,163,image (111).png,2476,3472
Signature,1501,2133,385,144,image (134).png,2468,3484
Signature,1632,2589,242,129,image (158).png,2468,3480
Signature,1758,2266,451,137,image (207).png,2476,3480
Signature,1982,2475,252,146,image (243).png,2468,3480
Signature,395,2189,400,156,image (263).png,2468,3484
Signature,371,2582,292,188,image (276).png,2472,3476
Signature,1624,2768,435,217,image (294).png,2472,3480
Signature,1705,2720,379,172,image (318).png,2476,3480
Signature,1501,2832,451,255,image (334).png,2476,3476
Signature,1693,2860,341,193,image (343).png,2480,3480
Signature,1545,2969,347,246,image (345).png,2472,3476
Signature,1227,2752,271,285,image (346).png,2472,3480
Signature,1606,2442,444,217,image (41).png,2468,3480
Signature,1643,2542,655,161,image (43).png,2480,3484
Signature,1920,2089,342,158,image (438).png,2476,3476
Signature,1967,1998,298,146,image (463).png,2476,3476
Signature,1903,1997,347,123,image (473).png,2468,3484
Signature,1932,1686,331,175,image (510).png,2476,3476
Signature,1453,2406,504,166,image (524).png,2468,3476
Signature,1734,2503,392,185,image (54).png,2476,3484
Signature,269,2200,255,117,image (556).png,2472,3476
Signature,1448,2617,300,188,image (607).png,2476,3480
Signature,1651,2744,330,153,image (621).png,2472,3480
Signature,1860,2446,403,258,image (635).png,2472,3480
Signature,1674,2392,322,196,image (636).png,2480,3480
Signature,1619,2821,224,134,image (639).png,2480,3476
Signature,256,2626,255,140,image (662).png,2480,3484
Signature,1554,2454,294,151,image (67).png,2476,3476
Signature,1614,2693,728,186,image (721).png,2476,3476
Signature,1592,2639,193,193,image (74).png,2476,3476
Signature,285,2704,233,157,image (747).png,2472,3484
Signature,253,2625,438,224,image (761).png,2468,3480
Signature,470,2607,395,184,image (766).png,2468,3476
Signature,234,2543,290,99,image (781).png,2480,3480
Signature,276,2616,281,219,image (784).png,2476,3476
Signature,1163,2349,271,180,image (850).png,2472,3480
Signature,231,2212,224,118,image (895).png,2468,3476
Signature,1462,2601,423,121,image (899).png,2476,3472
Signature,1477,2681,389,140,image (925).png,2472,3480
Signature,1410,2610,436,223,image (926).png,2468,3480
Signature,1588,2828,231,146,image (971).png,2468,3480
Signature,1162,2449,716,175,image (975).png,2476,3476
Signature,1610,2763,464,139,image (982).png,2468,3480
